omega_n,omega_next,return_time,impact_count,return_type,omega_next_exact,absolute_error,attractor,gamma,alpha,omega_1,omega_2,gravity,length,mass,num_spokes
-7.48,-5.232129646207544,0.10652848482131957,1,uphill_step,-5.232129641310081,4.897462879682735e-09,standing,0.08,0.39269908169872414,0.9754168743931118,-1.4667913661798448,9.81,1,1,8
-7.46,-5.217832944514557,0.10682251930236816,1,uphill_step,-5.217832939398841,5.115715850934066e-09,standing,0.08,0.39269908169872414,0.9754168743931118,-1.4667913661798448,9.81,1,1,8
-7.4399999999999995,-5.203535397271035,0.10711820483207701,1,uphill_step,-5.203535392737859,4.533176500842728e-09,standing,0.08,0.39269908169872414,0.9754168743931118,-1.4667913661798448,9.81,1,1,8
-7.42,-5.189236999096168,0.10741555631160735,1,uphill_step,-5.189236994344693,4.7514747691934645e-09,standing,0.08,0.39269908169872414,0.9754168743931118,-1.4667913661798448,9.81,1,1,8
-7.4,-5.17493774163696,0.10771458745002746,1,uphill_step,-5.174937737159313,4.477646697864657e-09,standing,0.08,0.39269908169872414,0.9754168743931118,-1.4667913661798448,9.81,1,1,8
-7.38,-5.160637618649655,0.10801531314849852,1,uphill_step,-5.1606376140430115,4.6066439551850635e-09,standing,0.08,0.39269908169872414,0.9754168743931118,-1.4667913661798448,9.81,1,1,8
-7.36,-5.146336622177598,0.1083177477121353,1,uphill_step,-5.146336617777305,4.4002934629361334e-09,standing,0.08,0.39269908169872414,0.9754168743931118,-1.4667913661798448,9.81,1,1,8
-7.34,-5.132034745088594,0.108621906042099,1,uphill_step,-5.132034741062803,4.025791255912736e-09,standing,0.08,0.39269908169872414,0.9754168743931118,-1.4667913661798448,9.81,1,1,8
-7.32,-5.117731981068297,0.10892780363559722,1,uphill_step,-5.11773197651807,4.5502268619657116e-09,standing,0.08,0.39269908169872414,0.9754168743931118,-1.4667913661798448,9.81,1,1,8
-7.3,-5.103428320797735,0.10923545479774474,1,uphill_step,-5.10342831667846,4.1192746991214335e-09,standing,0.08,0.39269908169872414,0.9754168743931118,-1.4667913661798448,9.81,1,1,8
-7.28,-5.0891237583060605,0.10954487562179566,1,uphill_step,-5.08912375399494,4.311120349598241e-09,standing,0.08,0.39269908169872414,0.9754168743931118,-1.4667913661798448,9.81,1,1,8
-7.26,-5.074818284603982,0.10985608100891113,1,uphill_step,-5.074818280832876,3.771106094063725e-09,standing,0.08,0.39269908169872414,0.9754168743931118,-1.4667913661798448,9.81,1,1,8
-7.24,-5.060511892865415,0.11016908705234527,1,uphill_step,-5.060511889470822,3.394593051098127e-09,rolling,0.08,0.39269908169872414,0.9754168743931118,-1.4667913661798448,9.81,1,1,8
-7.22,-5.046204575676479,0.11048390984535215,1,uphill_step,-5.046204572099267,3.5772123041510895e-09,rolling,0.08,0.39269908169872414,0.9754168743931118,-1.4667913661798448,9.81,1,1,8
